cell_id,subject_id,workload_id,mode,run_id,external_wall_seconds,internal_wall_seconds,cpu_seconds,peak_rss_bytes,initialization_seconds,production_seconds,audit_seconds,serialization_hashing_seconds,audit_bytes,event_ledger_bytes,production_residual,production_tangent,production_trial,audit_residual,audit_tangent,audit_trial,output_fingerprint,trajectory_fingerprint,pass_flag
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_01,3.6018950999714434,1.3075046589999602,0.773860286,192098304,0.1629883349999659,0.08578717099999267,0.015715107000005446,0.00031891800000494186,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_02,3.183703600196168,1.3711393669999552,0.808288877,191479808,0.17544904299995778,0.08621340999997074,0.017305069999963507,0.00034455599995908415,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_03,2.9658104002010077,1.288275972000008,0.756574502,191074304,0.165109512000015,0.08289510100001962,0.014504759000033118,0.0004116320000093765,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_04,3.084933799924329,1.258015228999966,0.7424712659999999,191979520,0.14798587100000304,0.08956645199998547,0.013940681000008226,0.00032678400003760544,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_05,3.0360075999051332,1.3011716580000439,0.756588243,192172032,0.18075995399999556,0.09014577200002805,0.014356458999998267,0.0003499449999821991,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_06,2.9680759999901056,1.265673650999986,0.7468941370000001,192024576,0.16069958499997483,0.08559356399996432,0.013865368000040235,0.0003509940000299139,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_07,3.0734588999766856,1.3365277990000095,0.781928006,191275008,0.18627289699998073,0.09243687299999692,0.013267150999922706,0.0003307209999547922,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_08,3.173983799992129,1.329246966000028,0.782119164,191582208,0.2004892020000284,0.08776799100002108,0.017950378000023193,0.00036307700003135324,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_09,3.1709239999763668,1.3269720949999737,0.769083748,191729664,0.15993404499999997,0.10562290600000779,0.014853471000037644,0.00043320600002516585,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
P5D-S01-MEDIUM-M6,JSS-S01,S01-MEDIUM,M6_FULL_TLA,run_10,3.0116785999853164,1.289178105000019,0.757154677,191537152,0.16464477300002045,0.08754698300003838,0.014239406999990933,0.0003797749999989719,640,15528,8,6,8,2,2,2,ff8850e4a15bde5e5995945758b43f6bdaf834f99db8424106fdd1a9169c794c,eac6aa8d5855ebe50abf79b7f2fe7cec7065d04d9011693085b170c3c0ce1fa3,True
